id_cliente,nombre_cliente,email,telefono,puntos
57,Cliente_57,cliente57@mail.com,0000000057,390
58,Cliente_58,cliente58@mail.com,0000000058,79
59,Cliente_59,cliente59@mail.com,0000000059,44
60,Cliente_60,cliente60@mail.com,0000000060,321
61,Cliente_61,cliente61@mail.com,0000000061,94
62,Cliente_62,cliente62@mail.com,0000000062,104
63,Cliente_63,cliente63@mail.com,0000000063,439
64,Cliente_64,cliente64@mail.com,0000000064,239
65,Cliente_65,cliente65@mail.com,0000000065,511
66,Cliente_66,cliente66@mail.com,0000000066,361
67,Cliente_67,cliente67@mail.com,0000000067,299
68,Cliente_68,cliente68@mail.com,0000000068,128
69,Cliente_69,cliente69@mail.com,0000000069,326
70,Cliente_70,cliente70@mail.com,0000000070,299
71,Cliente_71,cliente71@mail.com,0000000071,364
72,Cliente_72,cliente72@mail.com,0000000072,339
73,Cliente_73,cliente73@mail.com,0000000073,337
74,Cliente_74,cliente74@mail.com,0000000074,256
75,Cliente_75,cliente75@mail.com,0000000075,403
76,Cliente_76,cliente76@mail.com,0000000076,460
77,Cliente_77,cliente77@mail.com,0000000077,10
78,Cliente_78,cliente78@mail.com,0000000078,428
79,Cliente_79,cliente79@mail.com,0000000079,513
80,Cliente_80,cliente80@mail.com,0000000080,178
81,Cliente_81,cliente81@mail.com,0000000081,270
82,Cliente_82,cliente82@mail.com,0000000082,143
83,Cliente_83,cliente83@mail.com,0000000083,222
84,Cliente_84,cliente84@mail.com,0000000084,468
85,Cliente_85,cliente85@mail.com,0000000085,388
86,Cliente_86,cliente86@mail.com,0000000086,304
87,Cliente_87,cliente87@mail.com,0000000087,182
88,Cliente_88,cliente88@mail.com,0000000088,478
89,Cliente_89,cliente89@mail.com,0000000089,182
90,Cliente_90,cliente90@mail.com,0000000090,371
91,Cliente_91,cliente91@mail.com,0000000091,68
92,Cliente_92,cliente92@mail.com,0000000092,121
93,Cliente_93,cliente93@mail.com,0000000093,221
94,Cliente_94,cliente94@mail.com,0000000094,227
95,Cliente_95,cliente95@mail.com,0000000095,285
96,Cliente_96,cliente96@mail.com,0000000096,298
97,Cliente_97,cliente97@mail.com,0000000097,261
98,Cliente_98,cliente98@mail.com,0000000098,178
99,Cliente_99,cliente99@mail.com,0000000099,210
100,Cliente_100,cliente100@mail.com,0000000100,278
101,Cliente_101,cliente101@mail.com,0000000101,271
102,Cliente_102,cliente102@mail.com,0000000102,345
103,Cliente_103,cliente103@mail.com,0000000103,348
104,Cliente_104,cliente104@mail.com,0000000104,489
105,Cliente_105,cliente105@mail.com,0000000105,395
106,Cliente_106,cliente106@mail.com,0000000106,42
107,Cliente_107,cliente107@mail.com,0000000107,493
108,Cliente_108,cliente108@mail.com,0000000108,161
109,Cliente_109,cliente109@mail.com,0000000109,443
110,Cliente_110,cliente110@mail.com,0000000110,507
111,Cliente_111,cliente111@mail.com,0000000111,516
112,Cliente_112,cliente112@mail.com,0000000112,268
113,Cliente_113,cliente113@mail.com,0000000113,426
114,Cliente_114,cliente114@mail.com,0000000114,279
115,Cliente_115,cliente115@mail.com,0000000115,80
116,Cliente_116,cliente116@mail.com,0000000116,173
117,Cliente_117,cliente117@mail.com,0000000117,113
118,Cliente_118,cliente118@mail.com,0000000118,300
119,Cliente_119,cliente119@mail.com,0000000119,266
120,Cliente_120,cliente120@mail.com,0000000120,40
121,Cliente_121,cliente121@mail.com,0000000121,439
122,Cliente_122,cliente122@mail.com,0000000122,234
123,Cliente_123,cliente123@mail.com,0000000123,232
124,Cliente_124,cliente124@mail.com,0000000124,24
125,Cliente_125,cliente125@mail.com,0000000125,45
126,Cliente_126,cliente126@mail.com,0000000126,268
127,Cliente_127,cliente127@mail.com,0000000127,582
128,Cliente_128,cliente128@mail.com,0000000128,459
129,Cliente_129,cliente129@mail.com,0000000129,526
130,Cliente_130,cliente130@mail.com,0000000130,470
131,Cliente_131,cliente131@mail.com,0000000131,490
132,Cliente_132,cliente132@mail.com,0000000132,456
133,Cliente_133,cliente133@mail.com,0000000133,408
134,Cliente_134,cliente134@mail.com,0000000134,196
135,Cliente_135,cliente135@mail.com,0000000135,510
136,Cliente_136,cliente136@mail.com,0000000136,150
137,Cliente_137,cliente137@mail.com,0000000137,245
138,Cliente_138,cliente138@mail.com,0000000138,217
139,Cliente_139,cliente139@mail.com,0000000139,147
140,Cliente_140,cliente140@mail.com,0000000140,146
141,Cliente_141,cliente141@mail.com,0000000141,311
142,Cliente_142,cliente142@mail.com,0000000142,347
143,Cliente_143,cliente143@mail.com,0000000143,356
144,Cliente_144,cliente144@mail.com,0000000144,140
145,Cliente_145,cliente145@mail.com,0000000145,282
146,Cliente_146,cliente146@mail.com,0000000146,261
147,Cliente_147,cliente147@mail.com,0000000147,214
148,Cliente_148,cliente148@mail.com,0000000148,431
149,Cliente_149,cliente149@mail.com,0000000149,58
150,Cliente_150,cliente150@mail.com,0000000150,106
151,Cliente_151,cliente151@mail.com,0000000151,282
152,Cliente_152,cliente152@mail.com,0000000152,203
153,Cliente_153,cliente153@mail.com,0000000153,150
154,Cliente_154,cliente154@mail.com,0000000154,144
155,Cliente_155,cliente155@mail.com,0000000155,94
156,Cliente_156,cliente156@mail.com,0000000156,209
157,Cliente_157,cliente157@mail.com,0000000157,37
158,Cliente_158,cliente158@mail.com,0000000158,523
159,Cliente_159,cliente159@mail.com,0000000159,566
160,Cliente_160,cliente160@mail.com,0000000160,101
161,Cliente_161,cliente161@mail.com,0000000161,196
162,Cliente_162,cliente162@mail.com,0000000162,57
163,Cliente_163,cliente163@mail.com,0000000163,577
164,Cliente_164,cliente164@mail.com,0000000164,404
165,Cliente_165,cliente165@mail.com,0000000165,140
166,Cliente_166,cliente166@mail.com,0000000166,208
167,Cliente_167,cliente167@mail.com,0000000167,368
168,Cliente_168,cliente168@mail.com,0000000168,484
169,Cliente_169,cliente169@mail.com,0000000169,60
170,Cliente_170,cliente170@mail.com,0000000170,140
171,Cliente_171,cliente171@mail.com,0000000171,40
172,Cliente_172,cliente172@mail.com,0000000172,333
173,Cliente_173,cliente173@mail.com,0000000173,299
174,Cliente_174,cliente174@mail.com,0000000174,116
175,Cliente_175,cliente175@mail.com,0000000175,6
176,Cliente_176,cliente176@mail.com,0000000176,403
177,Cliente_177,cliente177@mail.com,0000000177,158
178,Cliente_178,cliente178@mail.com,0000000178,278
179,Cliente_179,cliente179@mail.com,0000000179,348
180,Cliente_180,cliente180@mail.com,0000000180,172
181,Cliente_181,cliente181@mail.com,0000000181,118
182,Cliente_182,cliente182@mail.com,0000000182,289
183,Cliente_183,cliente183@mail.com,0000000183,262
184,Cliente_184,cliente184@mail.com,0000000184,370
185,Cliente_185,cliente185@mail.com,0000000185,351
186,Cliente_186,cliente186@mail.com,0000000186,266
187,Cliente_187,cliente187@mail.com,0000000187,300
188,Cliente_188,cliente188@mail.com,0000000188,417
189,Cliente_189,cliente189@mail.com,0000000189,413
190,Cliente_190,cliente190@mail.com,0000000190,171
191,Cliente_191,cliente191@mail.com,0000000191,373
192,Cliente_192,cliente192@mail.com,0000000192,130
193,Cliente_193,cliente193@mail.com,0000000193,349
194,Cliente_194,cliente194@mail.com,0000000194,407
195,Cliente_195,cliente195@mail.com,0000000195,175
196,Cliente_196,cliente196@mail.com,0000000196,236
197,Cliente_197,cliente197@mail.com,0000000197,419
198,Cliente_198,cliente198@mail.com,0000000198,318
199,Cliente_199,cliente199@mail.com,0000000199,385
200,Cliente_200,cliente200@mail.com,0000000200,64
201,Cliente_201,cliente201@mail.com,0000000201,354
202,Cliente_202,cliente202@mail.com,0000000202,265
203,Cliente_203,cliente203@mail.com,0000000203,49
204,Cliente_204,cliente204@mail.com,0000000204,408
205,Cliente_205,cliente205@mail.com,0000000205,21
206,Cliente_206,cliente206@mail.com,0000000206,134
207,Cliente_207,cliente207@mail.com,0000000207,103
208,Cliente_208,cliente208@mail.com,0000000208,283
209,Cliente_209,cliente209@mail.com,0000000209,65
210,Cliente_210,cliente210@mail.com,0000000210,332
211,Cliente_211,cliente211@mail.com,0000000211,207
212,Cliente_212,cliente212@mail.com,0000000212,188
213,Cliente_213,cliente213@mail.com,0000000213,45
214,Cliente_214,cliente214@mail.com,0000000214,469
215,Cliente_215,cliente215@mail.com,0000000215,369
216,Cliente_216,cliente216@mail.com,0000000216,122
217,Cliente_217,cliente217@mail.com,0000000217,370
218,Cliente_218,cliente218@mail.com,0000000218,120
219,Cliente_219,cliente219@mail.com,0000000219,275
220,Cliente_220,cliente220@mail.com,0000000220,337
221,Cliente_221,cliente221@mail.com,0000000221,99
222,Cliente_222,cliente222@mail.com,0000000222,295
223,Cliente_223,cliente223@mail.com,0000000223,139
224,Cliente_224,cliente224@mail.com,0000000224,367
225,Cliente_225,cliente225@mail.com,0000000225,300
226,Cliente_226,cliente226@mail.com,0000000226,380
227,Cliente_227,cliente227@mail.com,0000000227,575
228,Cliente_228,cliente228@mail.com,0000000228,184
229,Cliente_229,cliente229@mail.com,0000000229,285
230,Cliente_230,cliente230@mail.com,0000000230,211
231,Cliente_231,cliente231@mail.com,0000000231,403
232,Cliente_232,cliente232@mail.com,0000000232,308
233,Cliente_233,cliente233@mail.com,0000000233,162
234,Cliente_234,cliente234@mail.com,0000000234,419
235,Cliente_235,cliente235@mail.com,0000000235,131
236,Cliente_236,cliente236@mail.com,0000000236,155
237,Cliente_237,cliente237@mail.com,0000000237,215
238,Cliente_238,cliente238@mail.com,0000000238,89
239,Cliente_239,cliente239@mail.com,0000000239,196
240,Cliente_240,cliente240@mail.com,0000000240,409
241,Cliente_241,cliente241@mail.com,0000000241,372
242,Cliente_242,cliente242@mail.com,0000000242,185
243,Cliente_243,cliente243@mail.com,0000000243,227
244,Cliente_244,cliente244@mail.com,0000000244,535
245,Cliente_245,cliente245@mail.com,0000000245,92
246,Cliente_246,cliente246@mail.com,0000000246,285
247,Cliente_247,cliente247@mail.com,0000000247,259
248,Cliente_248,cliente248@mail.com,0000000248,25
249,Cliente_249,cliente249@mail.com,0000000249,26
250,Cliente_250,cliente250@mail.com,0000000250,486
251,Cliente_251,cliente251@mail.com,0000000251,332
252,Cliente_252,cliente252@mail.com,0000000252,391
253,Cliente_253,cliente253@mail.com,0000000253,157
254,Cliente_254,cliente254@mail.com,0000000254,451
255,Cliente_255,cliente255@mail.com,0000000255,271
256,Cliente_256,cliente256@mail.com,0000000256,175
257,Cliente_257,cliente257@mail.com,0000000257,25
258,Cliente_258,cliente258@mail.com,0000000258,63
259,Cliente_259,cliente259@mail.com,0000000259,265
260,Cliente_260,cliente260@mail.com,0000000260,95
261,Cliente_261,cliente261@mail.com,0000000261,123
262,Cliente_262,cliente262@mail.com,0000000262,174
263,Cliente_263,cliente263@mail.com,0000000263,152
264,Cliente_264,cliente264@mail.com,0000000264,60
265,Cliente_265,cliente265@mail.com,0000000265,87
266,Cliente_266,cliente266@mail.com,0000000266,229
267,Cliente_267,cliente267@mail.com,0000000267,208
268,Cliente_268,cliente268@mail.com,0000000268,410
269,Cliente_269,cliente269@mail.com,0000000269,196
270,Cliente_270,cliente270@mail.com,0000000270,339
271,Cliente_271,cliente271@mail.com,0000000271,229
272,Cliente_272,cliente272@mail.com,0000000272,478
273,Cliente_273,cliente273@mail.com,0000000273,563
274,Cliente_274,cliente274@mail.com,0000000274,534
275,Cliente_275,cliente275@mail.com,0000000275,262
276,Cliente_276,cliente276@mail.com,0000000276,97
277,Cliente_277,cliente277@mail.com,0000000277,98
278,Cliente_278,cliente278@mail.com,0000000278,1
279,Cliente_279,cliente279@mail.com,0000000279,139
280,Cliente_280,cliente280@mail.com,0000000280,31
281,Cliente_281,cliente281@mail.com,0000000281,438
282,Cliente_282,cliente282@mail.com,0000000282,264
283,Cliente_283,cliente283@mail.com,0000000283,110
284,Cliente_284,cliente284@mail.com,0000000284,182
285,Cliente_285,cliente285@mail.com,0000000285,244
286,Cliente_286,cliente286@mail.com,0000000286,469
287,Cliente_287,cliente287@mail.com,0000000287,440
288,Cliente_288,cliente288@mail.com,0000000288,36
289,Cliente_289,cliente289@mail.com,0000000289,282
290,Cliente_290,cliente290@mail.com,0000000290,347
291,Cliente_291,cliente291@mail.com,0000000291,303
292,Cliente_292,cliente292@mail.com,0000000292,276
293,Cliente_293,cliente293@mail.com,0000000293,41
294,Cliente_294,cliente294@mail.com,0000000294,501
295,Cliente_295,cliente295@mail.com,0000000295,404
296,Cliente_296,cliente296@mail.com,0000000296,418
297,Cliente_297,cliente297@mail.com,0000000297,38
298,Cliente_298,cliente298@mail.com,0000000298,395
299,Cliente_299,cliente299@mail.com,0000000299,417
300,Cliente_300,cliente300@mail.com,0000000300,243
301,Cliente_301,cliente301@mail.com,0000000301,305
302,Cliente_302,cliente302@mail.com,0000000302,237
303,Cliente_303,cliente303@mail.com,0000000303,159
304,Cliente_304,cliente304@mail.com,0000000304,396
305,Cliente_305,cliente305@mail.com,0000000305,416
306,Cliente_306,cliente306@mail.com,0000000306,204
307,Cliente_307,cliente307@mail.com,0000000307,120
308,Cliente_308,cliente308@mail.com,0000000308,90
309,Cliente_309,cliente309@mail.com,0000000309,168
310,Cliente_310,cliente310@mail.com,0000000310,407
311,Cliente_311,cliente311@mail.com,0000000311,205
312,Cliente_312,cliente312@mail.com,0000000312,125
313,Cliente_313,cliente313@mail.com,0000000313,263
314,Cliente_314,cliente314@mail.com,0000000314,400
315,Cliente_315,cliente315@mail.com,0000000315,470
316,Cliente_316,cliente316@mail.com,0000000316,372
317,Cliente_317,cliente317@mail.com,0000000317,211
318,Cliente_318,cliente318@mail.com,0000000318,243
319,Cliente_319,cliente319@mail.com,0000000319,380
320,Cliente_320,cliente320@mail.com,0000000320,172
321,Cliente_321,cliente321@mail.com,0000000321,269
322,Cliente_322,cliente322@mail.com,0000000322,58
323,Cliente_323,cliente323@mail.com,0000000323,191
324,Cliente_324,cliente324@mail.com,0000000324,228
325,Cliente_325,cliente325@mail.com,0000000325,40
326,Cliente_326,cliente326@mail.com,0000000326,423
327,Cliente_327,cliente327@mail.com,0000000327,360
328,Cliente_328,cliente328@mail.com,0000000328,207
329,Cliente_329,cliente329@mail.com,0000000329,337
330,Cliente_330,cliente330@mail.com,0000000330,373
331,Cliente_331,cliente331@mail.com,0000000331,348
332,Cliente_332,cliente332@mail.com,0000000332,70
333,Cliente_333,cliente333@mail.com,0000000333,135
334,Cliente_334,cliente334@mail.com,0000000334,71
335,Cliente_335,cliente335@mail.com,0000000335,338
336,Cliente_336,cliente336@mail.com,0000000336,358
337,Cliente_337,cliente337@mail.com,0000000337,250
338,Cliente_338,cliente338@mail.com,0000000338,379
339,Cliente_339,cliente339@mail.com,0000000339,83
340,Cliente_340,cliente340@mail.com,0000000340,291
341,Cliente_341,cliente341@mail.com,0000000341,187
342,Cliente_342,cliente342@mail.com,0000000342,460
343,Cliente_343,cliente343@mail.com,0000000343,361
344,Cliente_344,cliente344@mail.com,0000000344,143
345,Cliente_345,cliente345@mail.com,0000000345,77
346,Cliente_346,cliente346@mail.com,0000000346,483
347,Cliente_347,cliente347@mail.com,0000000347,498
348,Cliente_348,cliente348@mail.com,0000000348,270
349,Cliente_349,cliente349@mail.com,0000000349,361
350,Cliente_350,cliente350@mail.com,0000000350,76
351,Cliente_351,cliente351@mail.com,0000000351,48
352,Cliente_352,cliente352@mail.com,0000000352,523
353,Cliente_353,cliente353@mail.com,0000000353,250
354,Cliente_354,cliente354@mail.com,0000000354,404
355,Cliente_355,cliente355@mail.com,0000000355,480
356,Cliente_356,cliente356@mail.com,0000000356,130
357,Cliente_357,cliente357@mail.com,0000000357,539
358,Cliente_358,cliente358@mail.com,0000000358,488
359,Cliente_359,cliente359@mail.com,0000000359,236
360,Cliente_360,cliente360@mail.com,0000000360,160
361,Cliente_361,cliente361@mail.com,0000000361,342
362,Cliente_362,cliente362@mail.com,0000000362,311
363,Cliente_363,cliente363@mail.com,0000000363,494
364,Cliente_364,cliente364@mail.com,0000000364,457
365,Cliente_365,cliente365@mail.com,0000000365,190
366,Cliente_366,cliente366@mail.com,0000000366,211
367,Cliente_367,cliente367@mail.com,0000000367,186
368,Cliente_368,cliente368@mail.com,0000000368,316
369,Cliente_369,cliente369@mail.com,0000000369,272
370,Cliente_370,cliente370@mail.com,0000000370,123
371,Cliente_371,cliente371@mail.com,0000000371,285
372,Cliente_372,cliente372@mail.com,0000000372,188
373,Cliente_373,cliente373@mail.com,0000000373,318
374,Cliente_374,cliente374@mail.com,0000000374,14
375,Cliente_375,cliente375@mail.com,0000000375,439
376,Cliente_376,cliente376@mail.com,0000000376,68
377,Cliente_377,cliente377@mail.com,0000000377,397
378,Cliente_378,cliente378@mail.com,0000000378,239
379,Cliente_379,cliente379@mail.com,0000000379,120
380,Cliente_380,cliente380@mail.com,0000000380,295
381,Cliente_381,cliente381@mail.com,0000000381,348
382,Cliente_382,cliente382@mail.com,0000000382,341
383,Cliente_383,cliente383@mail.com,0000000383,342
384,Cliente_384,cliente384@mail.com,0000000384,357
385,Cliente_385,cliente385@mail.com,0000000385,103
386,Cliente_386,cliente386@mail.com,0000000386,66
387,Cliente_387,cliente387@mail.com,0000000387,378
388,Cliente_388,cliente388@mail.com,0000000388,467
389,Cliente_389,cliente389@mail.com,0000000389,191
390,Cliente_390,cliente390@mail.com,0000000390,229
391,Cliente_391,cliente391@mail.com,0000000391,457
392,Cliente_392,cliente392@mail.com,0000000392,24
393,Cliente_393,cliente393@mail.com,0000000393,100
394,Cliente_394,cliente394@mail.com,0000000394,276
395,Cliente_395,cliente395@mail.com,0000000395,322
396,Cliente_396,cliente396@mail.com,0000000396,398
397,Cliente_397,cliente397@mail.com,0000000397,509
398,Cliente_398,cliente398@mail.com,0000000398,516
399,Cliente_399,cliente399@mail.com,0000000399,481
400,Cliente_400,cliente400@mail.com,0000000400,60
401,Cliente_401,cliente401@mail.com,0000000401,441
402,Cliente_402,cliente402@mail.com,0000000402,376
403,Cliente_403,cliente403@mail.com,0000000403,469
404,Cliente_404,cliente404@mail.com,0000000404,473
405,Cliente_405,cliente405@mail.com,0000000405,77
406,Cliente_406,cliente406@mail.com,0000000406,382
407,Cliente_407,cliente407@mail.com,0000000407,79
408,Cliente_408,cliente408@mail.com,0000000408,302
409,Cliente_409,cliente409@mail.com,0000000409,435
410,Cliente_410,cliente410@mail.com,0000000410,171
411,Cliente_411,cliente411@mail.com,0000000411,244
412,Cliente_412,cliente412@mail.com,0000000412,237
413,Cliente_413,cliente413@mail.com,0000000413,258
414,Cliente_414,cliente414@mail.com,0000000414,428
415,Cliente_415,cliente415@mail.com,0000000415,369
416,Cliente_416,cliente416@mail.com,0000000416,659
417,Cliente_417,cliente417@mail.com,0000000417,114
418,Cliente_418,cliente418@mail.com,0000000418,342
419,Cliente_419,cliente419@mail.com,0000000419,133
420,Cliente_420,cliente420@mail.com,0000000420,377
421,Cliente_421,cliente421@mail.com,0000000421,335
422,Cliente_422,cliente422@mail.com,0000000422,410
423,Cliente_423,cliente423@mail.com,0000000423,275
424,Cliente_424,cliente424@mail.com,0000000424,462
425,Cliente_425,cliente425@mail.com,0000000425,540
426,Cliente_426,cliente426@mail.com,0000000426,160
427,Cliente_427,cliente427@mail.com,0000000427,148
428,Cliente_428,cliente428@mail.com,0000000428,350
429,Cliente_429,cliente429@mail.com,0000000429,158
430,Cliente_430,cliente430@mail.com,0000000430,354
431,Cliente_431,cliente431@mail.com,0000000431,263
432,Cliente_432,cliente432@mail.com,0000000432,510
433,Cliente_433,cliente433@mail.com,0000000433,179
434,Cliente_434,cliente434@mail.com,0000000434,360
435,Cliente_435,cliente435@mail.com,0000000435,317
436,Cliente_436,cliente436@mail.com,0000000436,440
437,Cliente_437,cliente437@mail.com,0000000437,444
438,Cliente_438,cliente438@mail.com,0000000438,237
439,Cliente_439,cliente439@mail.com,0000000439,156
440,Cliente_440,cliente440@mail.com,0000000440,245
441,Cliente_441,cliente441@mail.com,0000000441,168
442,Cliente_442,cliente442@mail.com,0000000442,494
443,Cliente_443,cliente443@mail.com,0000000443,308
444,Cliente_444,cliente444@mail.com,0000000444,121
445,Cliente_445,cliente445@mail.com,0000000445,546
446,Cliente_446,cliente446@mail.com,0000000446,280
447,Cliente_447,cliente447@mail.com,0000000447,458
448,Cliente_448,cliente448@mail.com,0000000448,58
449,Cliente_449,cliente449@mail.com,0000000449,283
450,Cliente_450,cliente450@mail.com,0000000450,436
451,Cliente_451,cliente451@mail.com,0000000451,26
452,Cliente_452,cliente452@mail.com,0000000452,43
453,Cliente_453,cliente453@mail.com,0000000453,321
454,Cliente_454,cliente454@mail.com,0000000454,524
455,Cliente_455,cliente455@mail.com,0000000455,261
456,Cliente_456,cliente456@mail.com,0000000456,483
457,Cliente_457,cliente457@mail.com,0000000457,460
458,Cliente_458,cliente458@mail.com,0000000458,259
459,Cliente_459,cliente459@mail.com,0000000459,416
460,Cliente_460,cliente460@mail.com,0000000460,231
461,Cliente_461,cliente461@mail.com,0000000461,369
462,Cliente_462,cliente462@mail.com,0000000462,341
463,Cliente_463,cliente463@mail.com,0000000463,286
464,Cliente_464,cliente464@mail.com,0000000464,374
465,Cliente_465,cliente465@mail.com,0000000465,386
466,Cliente_466,cliente466@mail.com,0000000466,387
467,Cliente_467,cliente467@mail.com,0000000467,303
468,Cliente_468,cliente468@mail.com,0000000468,440
469,Cliente_469,cliente469@mail.com,0000000469,389
470,Cliente_470,cliente470@mail.com,0000000470,413
471,Cliente_471,cliente471@mail.com,0000000471,537
472,Cliente_472,cliente472@mail.com,0000000472,407
473,Cliente_473,cliente473@mail.com,0000000473,218
474,Cliente_474,cliente474@mail.com,0000000474,289
475,Cliente_475,cliente475@mail.com,0000000475,225
476,Cliente_476,cliente476@mail.com,0000000476,508
477,Cliente_477,cliente477@mail.com,0000000477,476
478,Cliente_478,cliente478@mail.com,0000000478,255
479,Cliente_479,cliente479@mail.com,0000000479,286
480,Cliente_480,cliente480@mail.com,0000000480,106
481,Cliente_481,cliente481@mail.com,0000000481,154
482,Cliente_482,cliente482@mail.com,0000000482,383
483,Cliente_483,cliente483@mail.com,0000000483,140
484,Cliente_484,cliente484@mail.com,0000000484,176
485,Cliente_485,cliente485@mail.com,0000000485,281
486,Cliente_486,cliente486@mail.com,0000000486,481
487,Cliente_487,cliente487@mail.com,0000000487,275
488,Cliente_488,cliente488@mail.com,0000000488,425
489,Cliente_489,cliente489@mail.com,0000000489,200
490,Cliente_490,cliente490@mail.com,0000000490,254
491,Cliente_491,cliente491@mail.com,0000000491,483
492,Cliente_492,cliente492@mail.com,0000000492,105
493,Cliente_493,cliente493@mail.com,0000000493,399
494,Cliente_494,cliente494@mail.com,0000000494,452
495,Cliente_495,cliente495@mail.com,0000000495,533
496,Cliente_496,cliente496@mail.com,0000000496,185
497,Cliente_497,cliente497@mail.com,0000000497,99
498,Cliente_498,cliente498@mail.com,0000000498,257
499,Cliente_499,cliente499@mail.com,0000000499,327
500,Cliente_500,cliente500@mail.com,0000000500,111
501,Cliente_501,cliente501@mail.com,0000000501,102
502,Cliente_502,cliente502@mail.com,0000000502,376
503,Cliente_503,cliente503@mail.com,0000000503,361
504,Cliente_504,cliente504@mail.com,0000000504,520
505,Cliente_505,cliente505@mail.com,0000000505,191
506,Cliente_506,cliente506@mail.com,0000000506,96
507,Cliente_507,cliente507@mail.com,0000000507,505
508,Cliente_508,cliente508@mail.com,0000000508,71
509,Cliente_509,cliente509@mail.com,0000000509,215
510,Cliente_510,cliente510@mail.com,0000000510,450
511,Cliente_511,cliente511@mail.com,0000000511,35
512,Cliente_512,cliente512@mail.com,0000000512,164
513,Cliente_513,cliente513@mail.com,0000000513,166
514,Cliente_514,cliente514@mail.com,0000000514,47
515,Cliente_515,cliente515@mail.com,0000000515,23
516,Cliente_516,cliente516@mail.com,0000000516,511
517,Cliente_517,cliente517@mail.com,0000000517,480
518,Cliente_518,cliente518@mail.com,0000000518,400
519,Cliente_519,cliente519@mail.com,0000000519,393
520,Cliente_520,cliente520@mail.com,0000000520,351
521,Cliente_521,cliente521@mail.com,0000000521,370
522,Cliente_522,cliente522@mail.com,0000000522,147
523,Cliente_523,cliente523@mail.com,0000000523,357
524,Cliente_524,cliente524@mail.com,0000000524,145
525,Cliente_525,cliente525@mail.com,0000000525,562
526,Cliente_526,cliente526@mail.com,0000000526,287
527,Cliente_527,cliente527@mail.com,0000000527,181
528,Cliente_528,cliente528@mail.com,0000000528,388
529,Cliente_529,cliente529@mail.com,0000000529,133
530,Cliente_530,cliente530@mail.com,0000000530,424
531,Cliente_531,cliente531@mail.com,0000000531,550
532,Cliente_532,cliente532@mail.com,0000000532,282
533,Cliente_533,cliente533@mail.com,0000000533,425
534,Cliente_534,cliente534@mail.com,0000000534,106
535,Cliente_535,cliente535@mail.com,0000000535,255
536,Cliente_536,cliente536@mail.com,0000000536,328
