id_empleado,nombre_empleado,cargo,salario
247,Empleado_247,Gerente,2287611.00
248,Empleado_248,Mesero,2140288.00
249,Empleado_249,Supervisor,1916730.00
250,Empleado_250,Barista,2449517.00
251,Empleado_251,Cajero,2899171.00
252,Empleado_252,Gerente,2279310.00
253,Empleado_253,Mesero,1502691.00
254,Empleado_254,Supervisor,1688969.00
255,Empleado_255,Barista,2354031.00
256,Empleado_256,Cajero,2893370.00
257,Empleado_257,Gerente,2325863.00
258,Empleado_258,Mesero,1708359.00
259,Empleado_259,Supervisor,1942945.00
260,Empleado_260,Barista,1748442.00
261,Empleado_261,Cajero,1566309.00
262,Empleado_262,Gerente,2052624.00
263,Empleado_263,Mesero,1346793.00
264,Empleado_264,Supervisor,2512925.00
265,Empleado_265,Barista,2178897.00
266,Empleado_266,Cajero,2128593.00
267,Empleado_267,Gerente,1764558.00
268,Empleado_268,Mesero,2707265.00
269,Empleado_269,Supervisor,1843703.00
270,Empleado_270,Barista,1525794.00
271,Empleado_271,Cajero,2223466.00
272,Empleado_272,Gerente,2780181.00
273,Empleado_273,Mesero,1556108.00
274,Empleado_274,Supervisor,2306706.00
275,Empleado_275,Barista,1512451.00
276,Empleado_276,Cajero,1489932.00
277,Empleado_277,Gerente,1018933.00
278,Empleado_278,Mesero,2338135.00
279,Empleado_279,Supervisor,2467257.00
280,Empleado_280,Barista,1422421.00
281,Empleado_281,Cajero,1338709.00
282,Empleado_282,Gerente,2268269.00
283,Empleado_283,Mesero,1707516.00
284,Empleado_284,Supervisor,2313250.00
285,Empleado_285,Barista,2062491.00
286,Empleado_286,Cajero,2433027.00
287,Empleado_287,Gerente,2179142.00
288,Empleado_288,Mesero,1661535.00
289,Empleado_289,Supervisor,2644502.00
290,Empleado_290,Barista,1200286.00
291,Empleado_291,Cajero,2726972.00
292,Empleado_292,Gerente,1219132.00
293,Empleado_293,Mesero,1519491.00
294,Empleado_294,Supervisor,1677012.00
295,Empleado_295,Barista,1153973.00
296,Empleado_296,Cajero,1168614.00
297,Empleado_297,Gerente,1869500.00
298,Empleado_298,Mesero,2430411.00
299,Empleado_299,Supervisor,2562717.00
300,Empleado_300,Barista,1866799.00
301,Empleado_301,Cajero,2052305.00
302,Empleado_302,Gerente,2562512.00
303,Empleado_303,Mesero,1251720.00
304,Empleado_304,Supervisor,2593882.00
305,Empleado_305,Barista,2606802.00
306,Empleado_306,Cajero,2212622.00
307,Empleado_307,Gerente,2591493.00
308,Empleado_308,Mesero,2078403.00
309,Empleado_309,Supervisor,2983494.00
310,Empleado_310,Barista,1130415.00
311,Empleado_311,Cajero,1335682.00
312,Empleado_312,Gerente,1377951.00
313,Empleado_313,Mesero,2544933.00
314,Empleado_314,Supervisor,2885324.00
315,Empleado_315,Barista,2834664.00
316,Empleado_316,Cajero,2696520.00
317,Empleado_317,Gerente,2738292.00
318,Empleado_318,Mesero,1260229.00
319,Empleado_319,Supervisor,1940953.00
320,Empleado_320,Barista,1039522.00
321,Empleado_321,Cajero,2187795.00
322,Empleado_322,Gerente,1143254.00
323,Empleado_323,Mesero,1227043.00
324,Empleado_324,Supervisor,2673417.00
325,Empleado_325,Barista,2942120.00
326,Empleado_326,Cajero,2697870.00
327,Empleado_327,Gerente,2538047.00
328,Empleado_328,Mesero,1547676.00
329,Empleado_329,Supervisor,1813229.00
330,Empleado_330,Barista,1208388.00
331,Empleado_331,Cajero,1018659.00
332,Empleado_332,Gerente,2557894.00
333,Empleado_333,Mesero,2796746.00
334,Empleado_334,Supervisor,2679674.00
335,Empleado_335,Barista,2561502.00
336,Empleado_336,Cajero,2357554.00
337,Empleado_337,Gerente,2573338.00
338,Empleado_338,Mesero,1341392.00
339,Empleado_339,Supervisor,1240362.00
340,Empleado_340,Barista,2797431.00
341,Empleado_341,Cajero,1118470.00
342,Empleado_342,Gerente,1470671.00
343,Empleado_343,Mesero,1072034.00
344,Empleado_344,Supervisor,2922987.00
345,Empleado_345,Barista,2410014.00
346,Empleado_346,Cajero,1472591.00
347,Empleado_347,Gerente,2881474.00
348,Empleado_348,Mesero,2752420.00
349,Empleado_349,Supervisor,2575887.00
350,Empleado_350,Barista,1274778.00
351,Empleado_351,Cajero,1492502.00
352,Empleado_352,Gerente,1127603.00
353,Empleado_353,Mesero,2087042.00
354,Empleado_354,Supervisor,1697858.00
355,Empleado_355,Barista,1017698.00
356,Empleado_356,Cajero,1863735.00
357,Empleado_357,Gerente,1785531.00
358,Empleado_358,Mesero,2413241.00
359,Empleado_359,Supervisor,1252718.00
360,Empleado_360,Barista,1613994.00
361,Empleado_361,Cajero,1655952.00
362,Empleado_362,Gerente,2083207.00
363,Empleado_363,Mesero,2615704.00
364,Empleado_364,Supervisor,2337247.00
365,Empleado_365,Barista,2494801.00
366,Empleado_366,Cajero,1332708.00
367,Empleado_367,Gerente,1092087.00
368,Empleado_368,Mesero,2969407.00
369,Empleado_369,Supervisor,1870123.00
370,Empleado_370,Barista,1470550.00
371,Empleado_371,Cajero,1854626.00
372,Empleado_372,Gerente,1382781.00
373,Empleado_373,Mesero,2112467.00
374,Empleado_374,Supervisor,1192974.00
375,Empleado_375,Barista,1570568.00
376,Empleado_376,Cajero,1838086.00
377,Empleado_377,Gerente,2929844.00
378,Empleado_378,Mesero,1545828.00
379,Empleado_379,Supervisor,1491046.00
380,Empleado_380,Barista,2603650.00
381,Empleado_381,Cajero,1558111.00
382,Empleado_382,Gerente,1482343.00
383,Empleado_383,Mesero,2576647.00
384,Empleado_384,Supervisor,2980273.00
385,Empleado_385,Barista,2803631.00
386,Empleado_386,Cajero,2515915.00
387,Empleado_387,Gerente,2304654.00
388,Empleado_388,Mesero,2612890.00
389,Empleado_389,Supervisor,2854468.00
390,Empleado_390,Barista,2064333.00
391,Empleado_391,Cajero,2248112.00
392,Empleado_392,Gerente,1516367.00
393,Empleado_393,Mesero,2838720.00
394,Empleado_394,Supervisor,1094084.00
395,Empleado_395,Barista,2444489.00
396,Empleado_396,Cajero,2171094.00
397,Empleado_397,Gerente,1012132.00
398,Empleado_398,Mesero,1809342.00
399,Empleado_399,Supervisor,1201927.00
400,Empleado_400,Barista,2320312.00
401,Empleado_401,Cajero,1025997.00
402,Empleado_402,Gerente,1672952.00
403,Empleado_403,Mesero,2318221.00
404,Empleado_404,Supervisor,1695449.00
405,Empleado_405,Barista,1975401.00
406,Empleado_406,Cajero,1483756.00
407,Empleado_407,Gerente,2532727.00
408,Empleado_408,Mesero,1968490.00
409,Empleado_409,Supervisor,2902328.00
410,Empleado_410,Barista,1902622.00
411,Empleado_411,Cajero,2034319.00
412,Empleado_412,Gerente,2386066.00
413,Empleado_413,Mesero,2897109.00
414,Empleado_414,Supervisor,1250319.00
415,Empleado_415,Barista,2065160.00
416,Empleado_416,Cajero,1147145.00
417,Empleado_417,Gerente,1102704.00
418,Empleado_418,Mesero,1188207.00
419,Empleado_419,Supervisor,1589840.00
420,Empleado_420,Barista,2589510.00
421,Empleado_421,Cajero,2655669.00
422,Empleado_422,Gerente,1807780.00
423,Empleado_423,Mesero,2527590.00
424,Empleado_424,Supervisor,2754480.00
425,Empleado_425,Barista,1477162.00
426,Empleado_426,Cajero,1830106.00
427,Empleado_427,Gerente,1743341.00
428,Empleado_428,Mesero,1399666.00
429,Empleado_429,Supervisor,2392122.00
430,Empleado_430,Barista,2411331.00
431,Empleado_431,Cajero,1692919.00
432,Empleado_432,Gerente,2914556.00
433,Empleado_433,Mesero,2838485.00
434,Empleado_434,Supervisor,2756020.00
435,Empleado_435,Barista,1846272.00
436,Empleado_436,Cajero,1499698.00
437,Empleado_437,Gerente,1089449.00
438,Empleado_438,Mesero,2982104.00
439,Empleado_439,Supervisor,2729424.00
440,Empleado_440,Barista,1107504.00
441,Empleado_441,Cajero,1402360.00
442,Empleado_442,Gerente,2921662.00
443,Empleado_443,Mesero,1727112.00
444,Empleado_444,Supervisor,2039368.00
445,Empleado_445,Barista,2531466.00
446,Empleado_446,Cajero,2306238.00
447,Empleado_447,Gerente,2329329.00
448,Empleado_448,Mesero,1182094.00
449,Empleado_449,Supervisor,1617570.00
450,Empleado_450,Barista,1396076.00
451,Empleado_451,Cajero,1988465.00
452,Empleado_452,Gerente,2049001.00
453,Empleado_453,Mesero,1223619.00
454,Empleado_454,Supervisor,2080732.00
455,Empleado_455,Barista,1787609.00
456,Empleado_456,Cajero,1546362.00
457,Empleado_457,Gerente,2484218.00
458,Empleado_458,Mesero,2955848.00
459,Empleado_459,Supervisor,2097269.00
460,Empleado_460,Barista,1420901.00
461,Empleado_461,Cajero,2381170.00
462,Empleado_462,Gerente,1185488.00
463,Empleado_463,Mesero,1877490.00
464,Empleado_464,Supervisor,1017089.00
465,Empleado_465,Barista,2608445.00
466,Empleado_466,Cajero,2676993.00
467,Empleado_467,Gerente,2333280.00
468,Empleado_468,Mesero,2351259.00
469,Empleado_469,Supervisor,2575431.00
470,Empleado_470,Barista,1503836.00
471,Empleado_471,Cajero,1326584.00
472,Empleado_472,Gerente,1457398.00
473,Empleado_473,Mesero,1279124.00
474,Empleado_474,Supervisor,1312298.00
475,Empleado_475,Barista,1344706.00
476,Empleado_476,Cajero,2626077.00
477,Empleado_477,Gerente,1657936.00
478,Empleado_478,Mesero,2997826.00
479,Empleado_479,Supervisor,1196473.00
480,Empleado_480,Barista,2803938.00
481,Empleado_481,Cajero,2333260.00
482,Empleado_482,Gerente,2030792.00
483,Empleado_483,Mesero,1379571.00
484,Empleado_484,Supervisor,2453381.00
485,Empleado_485,Barista,1565488.00
486,Empleado_486,Cajero,2852435.00
487,Empleado_487,Gerente,2515123.00
488,Empleado_488,Mesero,2443886.00
489,Empleado_489,Supervisor,2460584.00
490,Empleado_490,Barista,2155757.00
491,Empleado_491,Cajero,1508383.00
492,Empleado_492,Gerente,2499545.00
493,Empleado_493,Mesero,2675676.00
494,Empleado_494,Supervisor,1145630.00
495,Empleado_495,Barista,2761997.00
496,Empleado_496,Cajero,1746158.00
497,Empleado_497,Gerente,2597520.00
498,Empleado_498,Mesero,1983734.00
499,Empleado_499,Supervisor,1042710.00
500,Empleado_500,Barista,1328908.00
501,Empleado_501,Cajero,2788631.00
502,Empleado_502,Gerente,1403087.00
503,Empleado_503,Mesero,2988933.00
504,Empleado_504,Supervisor,1055221.00
505,Empleado_505,Barista,2748863.00
506,Empleado_506,Cajero,2531947.00
507,Empleado_507,Gerente,2537180.00
508,Empleado_508,Mesero,2614968.00
509,Empleado_509,Supervisor,2655339.00
510,Empleado_510,Barista,2818377.00
511,Empleado_511,Cajero,1209174.00
512,Empleado_512,Gerente,2140773.00
513,Empleado_513,Mesero,1238280.00
514,Empleado_514,Supervisor,2267204.00
515,Empleado_515,Barista,2471571.00
516,Empleado_516,Cajero,2064891.00
517,Empleado_517,Gerente,2371406.00
518,Empleado_518,Mesero,1403264.00
519,Empleado_519,Supervisor,2261972.00
520,Empleado_520,Barista,1520342.00
521,Empleado_521,Cajero,1117037.00
522,Empleado_522,Gerente,2413132.00
523,Empleado_523,Mesero,2954656.00
524,Empleado_524,Supervisor,2990352.00
525,Empleado_525,Barista,1148730.00
526,Empleado_526,Cajero,2829511.00
527,Empleado_527,Gerente,2052191.00
528,Empleado_528,Mesero,2608335.00
529,Empleado_529,Supervisor,2186567.00
530,Empleado_530,Barista,1693603.00
531,Empleado_531,Cajero,1421135.00
532,Empleado_532,Gerente,2258489.00
533,Empleado_533,Mesero,1200134.00
534,Empleado_534,Supervisor,1334745.00
535,Empleado_535,Barista,1715722.00
536,Empleado_536,Cajero,1526949.00
537,Empleado_537,Gerente,2343311.00
538,Empleado_538,Mesero,1034905.00
539,Empleado_539,Supervisor,2927148.00
540,Empleado_540,Barista,2983851.00
541,Empleado_541,Cajero,1208595.00
542,Empleado_542,Gerente,1546124.00
543,Empleado_543,Mesero,2912224.00
544,Empleado_544,Supervisor,2973172.00
545,Empleado_545,Barista,2205309.00
546,Empleado_546,Cajero,1350502.00
547,Empleado_547,Gerente,1384122.00
548,Empleado_548,Mesero,2029314.00
549,Empleado_549,Supervisor,1371298.00
550,Empleado_550,Barista,1042879.00
551,Empleado_551,Cajero,2732292.00
552,Empleado_552,Gerente,2096331.00
553,Empleado_553,Mesero,2770099.00
554,Empleado_554,Supervisor,1929724.00
555,Empleado_555,Barista,1422927.00
556,Empleado_556,Cajero,2079767.00
557,Empleado_557,Gerente,1184428.00
558,Empleado_558,Mesero,1112764.00
559,Empleado_559,Supervisor,1553499.00
560,Empleado_560,Barista,2558836.00
561,Empleado_561,Cajero,2342495.00
562,Empleado_562,Gerente,2064887.00
563,Empleado_563,Mesero,1671469.00
564,Empleado_564,Supervisor,1816894.00
565,Empleado_565,Barista,1664085.00
566,Empleado_566,Cajero,1763596.00
567,Empleado_567,Gerente,2572531.00
568,Empleado_568,Mesero,1191835.00
569,Empleado_569,Supervisor,2672391.00
570,Empleado_570,Barista,2609510.00
571,Empleado_571,Cajero,1412245.00
572,Empleado_572,Gerente,1596474.00
573,Empleado_573,Mesero,2595338.00
574,Empleado_574,Supervisor,1227828.00
575,Empleado_575,Barista,1993288.00
576,Empleado_576,Cajero,2509817.00
577,Empleado_577,Gerente,1619178.00
578,Empleado_578,Mesero,1532197.00
579,Empleado_579,Supervisor,2958473.00
580,Empleado_580,Barista,2218030.00
581,Empleado_581,Cajero,1170115.00
582,Empleado_582,Gerente,2495395.00
583,Empleado_583,Mesero,1207450.00
584,Empleado_584,Supervisor,1698420.00
585,Empleado_585,Barista,2491380.00
586,Empleado_586,Cajero,2230247.00
587,Empleado_587,Gerente,1364378.00
588,Empleado_588,Mesero,2456243.00
589,Empleado_589,Supervisor,1132086.00
590,Empleado_590,Barista,1977898.00
591,Empleado_591,Cajero,2065626.00
592,Empleado_592,Gerente,1384223.00
593,Empleado_593,Mesero,1858823.00
594,Empleado_594,Supervisor,1635996.00
595,Empleado_595,Barista,1913385.00
596,Empleado_596,Cajero,2165901.00
597,Empleado_597,Gerente,1677334.00
598,Empleado_598,Mesero,1105699.00
599,Empleado_599,Supervisor,2706000.00
600,Empleado_600,Barista,2408535.00
601,Empleado_601,Cajero,2046817.00
602,Empleado_602,Gerente,1655497.00
603,Empleado_603,Mesero,2908684.00
604,Empleado_604,Supervisor,1135733.00
605,Empleado_605,Barista,2129885.00
606,Empleado_606,Cajero,2162732.00
607,Empleado_607,Gerente,2144601.00
608,Empleado_608,Mesero,2183737.00
609,Empleado_609,Supervisor,2026035.00
610,Empleado_610,Barista,1624086.00
611,Empleado_611,Cajero,1894294.00
612,Empleado_612,Gerente,1833383.00
613,Empleado_613,Mesero,1036356.00
614,Empleado_614,Supervisor,1113962.00
615,Empleado_615,Barista,1471328.00
616,Empleado_616,Cajero,2107573.00
617,Empleado_617,Gerente,2672389.00
618,Empleado_618,Mesero,1628833.00
619,Empleado_619,Supervisor,2618223.00
620,Empleado_620,Barista,1388059.00
621,Empleado_621,Cajero,1575372.00
622,Empleado_622,Gerente,1427636.00
623,Empleado_623,Mesero,1151778.00
624,Empleado_624,Supervisor,1569460.00
625,Empleado_625,Barista,1034504.00
626,Empleado_626,Cajero,2256260.00
627,Empleado_627,Gerente,1417392.00
628,Empleado_628,Mesero,1944584.00
629,Empleado_629,Supervisor,1668297.00
630,Empleado_630,Barista,1484639.00
631,Empleado_631,Cajero,1338001.00
632,Empleado_632,Gerente,1584229.00
633,Empleado_633,Mesero,2894650.00
634,Empleado_634,Supervisor,1603267.00
635,Empleado_635,Barista,1626413.00
636,Empleado_636,Cajero,1358302.00
637,Empleado_637,Gerente,1618214.00
638,Empleado_638,Mesero,2917559.00
639,Empleado_639,Supervisor,2357702.00
640,Empleado_640,Barista,2872940.00
641,Empleado_641,Cajero,2171367.00
642,Empleado_642,Gerente,2141991.00
643,Empleado_643,Mesero,2461963.00
644,Empleado_644,Supervisor,1583146.00
645,Empleado_645,Barista,1976211.00
646,Empleado_646,Cajero,2426209.00
647,Empleado_647,Gerente,2596379.00
648,Empleado_648,Mesero,2790624.00
649,Empleado_649,Supervisor,1980937.00
650,Empleado_650,Barista,1288309.00
651,Empleado_651,Cajero,1208763.00
652,Empleado_652,Gerente,2546878.00
653,Empleado_653,Mesero,2376263.00
654,Empleado_654,Supervisor,2735146.00
655,Empleado_655,Barista,2836122.00
656,Empleado_656,Cajero,1582496.00
657,Empleado_657,Gerente,2804016.00
658,Empleado_658,Mesero,2826701.00
659,Empleado_659,Supervisor,1802175.00
660,Empleado_660,Barista,1844770.00
661,Empleado_661,Cajero,1414571.00
662,Empleado_662,Gerente,1332099.00
663,Empleado_663,Mesero,2988606.00
664,Empleado_664,Supervisor,2216864.00
665,Empleado_665,Barista,2480548.00
666,Empleado_666,Cajero,2910407.00
667,Empleado_667,Gerente,1153378.00
668,Empleado_668,Mesero,2432239.00
669,Empleado_669,Supervisor,2241179.00
670,Empleado_670,Barista,1670233.00
671,Empleado_671,Cajero,1094663.00
672,Empleado_672,Gerente,1335241.00
673,Empleado_673,Mesero,2469287.00
674,Empleado_674,Supervisor,1389408.00
675,Empleado_675,Barista,2507289.00
676,Empleado_676,Cajero,1915237.00
677,Empleado_677,Gerente,1498986.00
678,Empleado_678,Mesero,1246967.00
679,Empleado_679,Supervisor,1253831.00
680,Empleado_680,Barista,1013642.00
681,Empleado_681,Cajero,2952264.00
682,Empleado_682,Gerente,1364290.00
683,Empleado_683,Mesero,1459843.00
684,Empleado_684,Supervisor,2896780.00
685,Empleado_685,Barista,1916793.00
686,Empleado_686,Cajero,1663001.00
687,Empleado_687,Gerente,1014525.00
688,Empleado_688,Mesero,2422992.00
689,Empleado_689,Supervisor,1894033.00
690,Empleado_690,Barista,1939579.00
691,Empleado_691,Cajero,1539605.00
692,Empleado_692,Gerente,2411386.00
693,Empleado_693,Mesero,2710437.00
694,Empleado_694,Supervisor,2084337.00
695,Empleado_695,Barista,2299585.00
696,Empleado_696,Cajero,1383437.00
697,Empleado_697,Gerente,1969428.00
